"Nombre";"alcohol (etanol) (g)";"energía, total (kJ (kcal))";"grasa, total (lipidos totales) (g)";"proteina, total (g)";"agua (humedad) (g)";"fibra, dietetica total (g)";"carbohidratos (g)";"ácido graso 22:6 n-3 (ácido docosahexaenóico) (-)";"ácidos grasos, monoinsaturados totales (g)";"ácidos grasos, poliinsaturados totales (g)";"ácidos grasos saturados totales (g)";"ácido graso 12:0 (láurico) (-)";"ácido graso 14:0 (ácido mirístico) (g)";"ácido graso 16:0 (ácido palmítico) (g)";"ácido graso 18:0 (ácido esteárico) (g)";"ácido graso 18:1 n-9 cis (ácido oléico) (g)";"colesterol (mg)";"ácido graso 18:2 (g)";"ácido graso 18:3 (g)";"ácido graso 20:4 n-6  (ácido araquidónico) (-)";"ácido graso 20:5 (ácido eicosapentaenóico) (-)";"Vitamina A equivalentes de retinol de actividades de retinos y carotenoides (ug)";"Vitamina D (ug)";"Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E (mg)";"folato, total (ug)";"equivalentes de niacina, totales (mg)";"riboflavina (mg)";"tiamina (mg)";"Vitamina B-12 (ug)";"Vitamina B-6, Total (mg)";"Vitamina C (ácido ascórbico) (mg)";"calcio (mg)";"hierro, total (mg)";"potasio (mg)";"magnesio (mg)";"sodio (mg)";"fósforo (mg)";"ioduro (ug)";"selenio, total (ug)";"zinc (cinc) (mg)"
"Avellana, cruda, con cáscara";"0";"2662 (639)
							";"61.6";"12.009";"5.26";"8.22";"10.5";"-";"48.07";"8.609";"4.074";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"4.8";"0";"26.19";"71";"3.833";"0.21";"0.39";"0";"0.59";"3";"226";"3.8";"636";"156";"6";"333";"1.5";"4.5";"2.1"
"Avena, cruda";"0";"1670 (401)
							";"6.9";"16.9";"0";"10.6";"66.3";"-";"2.2";"2.5";"1.2";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0.7";"56";"0.96";"0.14";"0.76";"0";"0.12";"0";"54";"4.72";"429";"177";"2";"523";"6";"5";"3.97"
"Avestruz, solomillo, crudo";"0";"478 (115)
							";"2.95";"21.67";"75.4";"0";"0";"-";"1.06";"0.58";"1.2";"-";"-";"-";"-";"-";"75";"-";"-";"-";"-";"0";"0";"0.202";"8";"7.908";"0.286";"0.195";"4.94";"0.509";"0";"6";"3.13";"312";"22";"81";"214";"2";"35.4";"3.76"
"Azafrán";"0";"1458 (350)
							";"5.9";"11.4";"11.9";"3.9";"61.5";"-";"0.429";"2.067";"1.586";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"27";"0";"-";"0";"1.46";"0.267";"0.115";"0";"1.01";"0";"110";"11.1";"1720";"264";"150";"250";"-";"5.6";"1.09"
"Azúcar blanca";"0";"1700 (408)
							";"0";"0";"traza";"0";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0.1";"2";"traza";"0";"traza";"5";"0.5";"0.1"
"Azúcar, moreno";"0";"1659 (398)
							";"0";"0";"1.1";"0";"97.6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"traza";"traza";"traza";"traza";"0";"0.02";"0";"85";"1.9";"320";"22";"40";"24";"0";"1.2";"0.1"
"Bacaladilla";"0";"322 (77)
							";"0.7";"17.4";"81.9";"0";"0";"0.138";"0.08";"0.28";"0.18";"-";"-";"-";"-";"-";"46";"0.002";"0.004";"0.001";"0.108";"traza";"traza";"0.44";"12";"4.9";"0.07";"0.08";"2";"0.33";"traza";"16";"0.3";"320";"23";"77";"218";"30";"28";"0.4"
"Bacalao, ahumado";"0";"331 (80)
							";"0.55";"18.3";"81.2";"0";"0";"-";"0.2";"0.2";"0.1";"-";"-";"-";"-";"-";"56";"-";"-";"-";"-";"2";"4";"0.44";"5";"2";"0.05";"0.04";"1";"0.17";"3.5";"9";"0.1";"390";"25";"1170";"190";"11";"147.8";"0.4"
"Bacalao, crudo";"0";"346 (83)
							";"1";"18.2";"79.9";"traza";"traza";"-";"0.17";"0.33";"0.17";"-";"-";"-";"-";"-";"61";"-";"-";"-";"-";"5";"traza";"0.47";"12";"2.4";"0.05";"0.05";"1";"0.2";"0";"13";"0.1";"340";"24";"68";"180";"170";"27";"0.4"
"Bacalao, fresco, al horno";"0";"415 (100)
							";"1.0571";"22.1";"76.3";"0";"0";"-";"0.14";"0.4";"0.2";"-";"-";"-";"-";"-";"58";"-";"-";"-";"-";"traza";"traza";"0.6";"12";"2.1";"0.07";"0.08";"1.5";"0.33";"traza";"18";"0.4";"300";"34";"210";"164";"147.7";"37.6";"0.4"
"Bacalao, frito";"0";"314 (75)
							";"0.7";"16.97";"82.1";"0";"0";"-";"0.1";"0.3";"0.1";"-";"-";"-";"-";"-";"46";"-";"-";"-";"-";"5.85";"1.17";"0.4";"6.3";"4.41";"0.05";"0.06";"1.75";"0.27";"1.35";"15.2";"0.28";"296";"21.85";"44.28";"161.5";"101.75";"25.9";"0.37"
"Bacalao, salado, crudo";"0";"1340 (322)
							";"1.75";"75";"23.3";"0";"0";"-";"0.2";"0.59";"0.71";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"15";"5";"1.3";"14";"1.1";"0.45";"0.08";"5";"0.6";"0.1";"50";"3.6";"160";"28";"8100";"891";"60";"28";"1"
"Bacalao, salado, remojado, crudo";"0";"457 (110)
							";"0.4";"26";"73.6";"0";"0";"-";"traza";"0.2";"0.1";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"15";"7";"1";"traza";"5.5";"0.05";"0.05";"5";"0.22";"0";"28";"0.2";"100";"21";"3120";"157";"60";"27";"0.4"
"Bacón, ahumado, a la parrilla";"0";"1216 (292)
							";"22.1";"23.4";"50.5";"0";"0";"-";"9.3";"2.9";"8.3";"-";"-";"-";"-";"-";"80";"-";"-";"-";"-";"0";"0.6";"0.07";"2";"7";"0.16";"0.9";"1";"0.46";"traza";"7";"0.7";"330";"21";"1760";"190";"7";"12";"2.2"
"Bacon, crudo, con grasa separable";"0";"2277 (546)
							";"57.5";"8.7";"33.7";"0";"0.09";"-";"26.33";"6.75";"21.26";"-";"-";"-";"-";"-";"100";"-";"-";"-";"-";"0.01";"0.01";"0.23";"2";"1.8";"0.11";"0.36";"0.8";"0.3";"0";"13";"1.2";"160";"12";"680";"108";"1.2";"25";"1.8"
"Bambú, crudo";"0";"144 (34)
							";"0.3";"2.6";"91";"2.2";"5.2";"-";"0.007";"0.134";"0.069";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"6";"0";"1";"7";"0.6";"0.07";"0.15";"0";"0.24";"4";"13";"0.5";"533";"3";"4";"59";"";"0.8";"1.1"
"Barra chocolate, tipo ""bounty""";"0";"2048 (492)
							";"26.6";"4.6";"10.8";"3.5";"58";"0";"8.7";"1";"16.5";"-";"-";"-";"-";"-";"3";"0.9";"0.07";"-";"0";"60";"0.01";"0.08";"7";"0.3";"0.11";"0.05";"0.01";"0.05";"1.2";"100";"1.5";"316";"44.4";"164";"140";"21.1";"5";"1.7"
"Barra de chocolate, tipo ""Kit-kat""";"0";"2087 (501)
							";"24.477";"6.5";"3.5";"1.3";"63";"-";"11.2";"0.6";"11.6";"-";"-";"-";"-";"-";"17";"-";"-";"-";"-";"34.1667";"0.08";"1";"9";"0.4";"0.26";"0.07";"0.54";"0.06";"1";"106";"1.2";"200";"52";"125";"153";"21.1";"5";"1.1"
"Barra de chocolate, tipo ""Mars""";"0";"1899 (456)
							";"18.4833";"5.6";"7.3";"0.6";"65.9";"-";"7";"0.67";"10";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"6.6667";"0.1";"1.5";"9";"0.3";"0.2";"0.05";"0.26";"0.08";"traza";"145";"1.3";"240";"40";"158";"150";"21.1";"1.6";"1.1"
"Barrita cereales con chocolate";"0";"1653 (397)
							";"7";"9";"9.5";"1.5";"73";"-";"3.8";"1.1";"3.5";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"13.5";"0";"0.9";"165";"15";"1.3";"1.1";"0.8";"1.6";"0";"65.3";"11";"210";"51.6";"160";"172.9";"14.6";"6.3";"1.6"
"Barrita cereales con frutas";"0";"1647 (395)
							";"5";"8";"7.5";"1.5";"78";"-";"2.3";"1.2";"2";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"2.5";"0";"0.9";"165";"15";"1.3";"1.1";"0.8";"1.6";"1.1";"14";"11";"186.9";"48.9";"200";"134.8";"3.5";"6.3";"1.4"
"Barrita cereales maíz y trigo";"0";"1798 (431)
							";"13.8";"7.4";"9.4";"1.1";"68.3";"-";"traza";"traza";"10.1";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"2.94";"15";"9.091";"0.773";"0.682";"0";"0.909";"0";"31";"2.56";"143";"46";"500";"136";"3.7";"24.9";"1.78"
"Barrita cereales trigo y chocolate";"0";"1821 (437)
							";"14.8";"8.3";"8.9";"1.4";"66.6";"-";"traza";"traza";"10.6";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"13.5";"0";"0.9";"17";"2.8";"0.09";"0.09";"0";"0.08";"0";"65.3";"2.2";"210";"51.6";"224.6";"172.9";"14.6";"6.3";"1.6"
"Batido de chocolate";"0";"346 (83)
							";"3.6";"2.7";"83.1";"0.8";"9.8";"-";"1";"0.1";"2.3";"0.025";"0.088";"0.302";"0.146";"0.202";"13";"0.022";"0.003";"0.001";"-";"36.17";"0";"0.09";"5";"0.75";"0.09";"0.04";"0.36";"0.04";"1";"111";"0.3";"192";"22";"49";"95";"7.2";"1.9";"0.4"
"Batido de fresa";"0";"275 (66)
							";"1";"2.8";"84.2";"0.8";"11.2";"-";"2.9";"0.7";"0.62";"0.025";"0.088";"0.302";"0.146";"0.202";"12";"0.022";"0.003";"0.001";"-";"22.8";"0.01";"0.04";"1.72";"0.74";"0.19";"0.04";"0.2";"0.04";"0.09";"110";"0.09";"183";"11.31";"95";"90";"7.2";"2.3";"0.39"
"Batido de soja";"0";"344 (82)
							";"5.2";"5";"85.9";"0";"3.9";"-";"1";"2.6";"0.6";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0.74";"19";"0.1";"0.03";"0.07";"0";"0.07";"0.47";"100";"0.4";"120";"15";"32";"47";"0";"1.3";"0.2"
"Batido fermentado de soja";"0";"374 (90)
							";"1.18";"2.35";"78.18";"0.6";"17.06";"-";"1";"2.6";"0";"-";"-";"0.4176";"0.2088";"0.7772";"0";"1.264";"0.1305";"-";"-";"0";"0";"0";"19";"0.1";"0.03";"0.07";"0";"";"17.6";"176";"0.64";"120";"15";"15";"47";"0";"1.3";"0.2"
"Batido lácteo de cacao, bajo en calorías";"0";"201 (48)
							";"1.9";"3.1";"90.4";"0";"4.6";"-";"0";"0.1";"0.3";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"70.3";"0.3";"0.7";"21.1";"1.3";"0.18";"0.1";"0.36";"0.15";"4.2";"110";"1.1";"180.7";"24.6";"88.3";"95";"10.6";"3.7";"0.9"
"Batido lácteo, de fresa, bajo en calorías";"0";"466 (112)
							";"0.34";"3.8";"72.9";"1.6";"22.9";"-";"0";"0.1";"0.3";"-";"-";"-";"-";"-";"3.4";"-";"-";"-";"-";"70.3";"0.3";"0.7";"21.1";"1.3";"0.13";"0.1";"0.2";"0.15";"4.2";"111.6";"1.1";"180.7";"24.6";"88.3";"52.8";"10.6";"3.7";"0.9"
"Bebida de soja";"0";"220 (53)
							";"1.84";"3.2";"87.9";"1.3";"5.76";"-";"0.314";"0.802";"0.206";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"2";"0";"0.74";"1";"0.883";"0.42";"0.12";"0";"0.062";"0";"100";"0.8";"191";"28";"3";"47";"0";"1.3";"0.39"
"Bebida energética";"0";"19 (5)
							";"0.08";"0.25";"98.35";"0";"0.7";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"1.995";"8.5";"0.575";"0.025";"1.99";"1.9";"0";"13";"0.02";"3";"3";"39";"0";"0.4";"0.2";"0"
"Bebida isotónica";"0";"134 (32)
							";"0";"0";"92.1";"0";"7.9";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0.5";"0";"0.9";"0";"0";"0";"0.1";"0";"0.8";"traza";"2.2";"5";"24";"1";"1";"traza";"traza"
"Berberechos";"0";"200 (48)
							";"0.5";"10.7";"88.8";"0";"0";"-";"0.03";"0.13";"0.05";"-";"-";"-";"-";"-";"40";"-";"-";"-";"-";"250";"traza";"0.4";"17";"4.1";"0.14";"0.04";"traza";"0.1";"traza";"128";"24";"314";"51";"56";"130";"160";"24.3";"1.3"
"Berberechos en conserva";"0";"200 (48)
							";"0.5";"10.7";"88.8";"0";"traza";"-";"0.03";"0.13";"0.05";"-";"-";"-";"-";"-";"40";"-";"-";"-";"-";"250";"traza";"0.37";"12.8";"4.1";"0.14";"0.04";"traza";"0.03";"traza";"128";"24";"43";"51";"3520";"204";"160";"45";"1.3"
"Berenjena";"0";"84 (20)
							";"0.2";"0.7";"92.2";"2.4";"3.8";"-";"traza";"0.09";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"8";"0";"0.03";"19";"0.6";"0.03";"0.04";"0";"0.1";"4";"10";"0.3";"262";"13";"3";"21";"0";"0.4";"0.1"
"Berenjena, frita, en aceite de girasol";"0";"1247 (299)
							";"31.9038";"1.2";"59.5";"2.9";"2.7061";"-";"7.2";"19.6";"3.7";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"20.8333";"0";"5.5";"5";"traza";"traza";"0";"0";"0.07";"1";"8";"0.5";"170";"8";"2";"25";"4.4";"0.3";"0.1"
"Berro, crudo";"0";"50 (12)
							";"0.2";"2.2";"93.5";"2.6";"0.3";"-";"traza";"0.08";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"483.33";"0";"1.2";"127.9";"0.8";"0.12";"0.1";"0";"0.13";"60";"157";"1.3";"304";"20";"60";"53";"0";"0.9";"0.2"
"Besugo";"0";"375 (90)
							";"1.8";"18.12";"80.1";"0";"0";"0.181";"0.6";"0.301";"0.4";"-";"-";"-";"-";"-";"56.5";"0.001";"0.001";"0.021";"0.073";"9";"0.19";"1.48";"10.41";"2.89";"0.06";"0.06";"2.91";"0.05";"0";"40.72";"0.8";"310";"25.21";"20";"210";"7.07";"45";"0.44"
"Bígaro, hervido";"0";"397 (95)
							";"1.2";"20.75";"68.25";"0";"traza";"-";"0.2";"0.4";"0.2";"-";"-";"-";"-";"-";"105";"-";"-";"-";"-";"84";"traza";"3.9";"11";"1.85";"0.295";"0.17";"27";"0.375";"traza";"130";"11.6";"260";"305";"875";"200";"-";"89.6";"2.2"
"Bizcocho";"0";"1594 (383)
							";"21.9";"6.5";"28.2";"0.8";"39.6";"-";"6.78";"1.01";"13.13";"0.044";"0.371";"3.528";"1.415";"7.088";"179";"15.382";"1.97";"-";"-";"248";"0.84";"0.91";"34";"0.17";"0.16";"0.05";"0.5";"0.1";"0";"25";"0.9";"75";"9";"46";"93";"12.1";"6.3";"0.5"
"Bocadillo";"0";"939 (225)
							";"4.08";"11.06";"47.21";"2.38";"35.28";"-";"1.37";"0.64";"1.34";"-";"-";"-";"-";"-";"";"-";"-";"-";"-";"9.72";"8";"0";"0.9";"2.09";"0.08";"0.13";"0.14";"0.09";"0";"57.8";"1.46";"116.48";"20.89";"536.79";"83.03";"4.79";"0";"0.95"
"Bogavante";"0";"385 (92)
							";"2";"18.3";"79.7";"0";"0";"-";"0.38";"0.74";"0.24";"-";"-";"-";"-";"-";"150";"-";"-";"-";"-";"traza";"traza";"0.4";"17";"5.3";"0.11";"0.12";"1";"0.06";"traza";"60";"0.7";"220";"34";"270";"261";"37";"63.6";"2.3"
"Bogavante, hervido";"0";"434 (104)
							";"1.5714";"22.1";"74.3";"0";"traza";"-";"0.3";"0.6";"0.2";"-";"-";"-";"-";"-";"110";"-";"-";"-";"-";"traza";"traza";"1.47";"9";"1.5";"0";"0.08";"3";"0.08";"traza";"62";"0.8";"260";"34";"330";"260";"140";"51.8";"2.5"
"Bollería, genérico";"0";"1868 (448)
							";"23";"7";"15.1";"2.3";"52.8";"-";"7.68";"6.21";"8.35";"-";"-";"-";"-";"-";"253";"-";"-";"-";"-";"150";"1.23";"traza";"8";"1.5";"0.08";"0.05";"traza";"0.06";"traza";"40";"1";"78";"19";"178";"91";"0";"3";"0.6"
"Bombón";"0";"1988 (477)
							";"21.2";"4.8";"7.2";"0.8";"66";"-";"6.75";"0.741";"12.3";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"33.16";"0";"0.7";"10";"1.85";"0.14";"0.06";"0";"0.02";"traza";"121";"1.3";"420";"43";"58";"120";"6";"2.8";"1.7"
"Boniato, crudo";"0";"423 (101)
							";"0.3";"1.2";"71.5";"2.9";"23";"-";"traza";"0.13";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"666.667";"0";"4";"52";"0.8";"0.06";"0.1";"0";"0.13";"25";"22";"0.7";"300";"13";"19";"44";"0";"1";"0.3"
"Bonito del norte, al vapor";"0";"684 (164)
							";"4.7";"30";"64";"0";"0";"-";"0.98";"2";"1.2";"-";"-";"-";"-";"-";"54";"-";"-";"-";"-";"26";"3.5";"0.9";"10";"11.2";"0.07";"0.2";"3";"0.37";"traza";"9";"1.6";"277";"28";"43";"182";"-";"65.7";"0.7"
"Bonito del norte, enlatado en aceite de soja";"0";"858 (206)
							";"8.4";"32.2";"57.8";"0";"0";"-";"1.8";"4.2";"1.8";"-";"-";"-";"-";"-";"33";"-";"-";"-";"-";"26";"3.1";"2";"5";"8";"0.1";"0.1";"5";"0.52";"traza";"10";"1.2";"267";"33";"347";"200";"-";"60.1";"1.1"
"Bonito en aceite vegetal";"0";"831 (200)
							";"11.5";"23.875";"64.7";"0";"0";"-";"3.1";"5.4";"1.8";"-";"-";"-";"-";"-";"46.7";"-";"-";"-";"-";"-";"23.8";"7.2";"15.5";"13.5";"0.11";"0.05";"5";"0.42";"traza";"28.5";"1";"333";"29";"396";"";"37";"60.1";"1.1"
"Bonito, enlatado en aceite, escurrido";"0";"852 (204)
							";"4.73";"26.23";"59.5";"0";"0";"0.925";"1.03";"1.26";"1.13";"-";"0.071";"0.711";"0.264";"0.667";"46.7";"0.045";"0.012";"0.035";"0.186";"5";"23.8";"7.2";"15.5";"13.5";"0.11";"0.05";"5";"0.42";"traza";"28.5";"1";"267";"29";"347";"200";"-";"60.1";"1.1"
"Boquerón";"0";"532 (128)
							";"6.3";"17.6";"76.1";"0";"0";"-";"1.33";"2.18";"1.65";"-";"-";"-";"-";"-";"69";"-";"-";"-";"-";"47";"8";"0.02";"8.7";"8.3";"0.3";"0.06";"1.9";"1.1";"traza";"30";"1";"331";"29";"116";"182";"45";"36.5";"0.5"
"Boquerón, frito";"0";"572 (137)
							";"6";"20.09";"72.9";"0";"0.5";"-";"0.81";"2.3";"2.3";"-";"-";"-";"-";"-";"69";"-";"-";"-";"-";"28.71";"6.3";"0.02";"4.57";"6.84";"0.21";"0.05";"1.66";"0.01";"0";"26.79";"0.93";"331";"26.6";"104";"182";"18.5";"0";"0.43"
"Borraja";"0";"109 (26)
							";"0.7";"1.8";"94.4";"";"3.06";"-";"0.211";"0.109";"0.17";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"210";"13";"";"13";"";"0.15";"0.06";"0";"0.084";"35";"93";"3.3";"470";"52";"80";"53";"";"0.9";"0.2"
"Breca, cruda";"0";"316 (76)
							";"1.59";"15.4";"82.6";"0";"1";"0.133";"0.36";"0.38";"0.35";"-";"0.022";"0.158";"0.122";"0.214";"48";"0.025";"0.007";"0.02";"0.128";"2.2";"14";"2.6";"6";"7.8";"0.07";"0.07";"2";"0.45";"0";"30";"0.4";"316";"26";"141";"210";"7";"28";"0.5"
"Brécol, crudo";"0";"107 (26)
							";"0.4";"3";"90.7";"3";"2.4";"-";"traza";"0.2";"0.07";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"69";"0";"1";"110";"1";"0.13";"0.1";"0";"0.19";"110";"93";"1.4";"370";"25";"13";"67";"2";"3";"0.6"
"Brécol, hervido";"0";"101 (24)
							";"0.8";"3.1";"91.1";"0.65";"1.1";"-";"0.1";"0.4";"0.2";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"75";"0";"1.1";"64";"1.3";"0.05";"0.05";"0";"0.11";"44";"40";"1";"170";"13";"13";"57";"2";"0";"0.4"
"Butifarra";"0";"1004 (241)
							";"20";"10";"63";"0";"5.5";"-";"8.9";"3";"6.8";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"0";"0.01";"0.01";"2";"2.4";"0.13";"0.04";"traza";"0.1";"0";"51";"1.9";"140";"15";"703";"51";"traza";"11.5";"traza"
"Caballa, al horno";"0";"1036 (249)
							";"20.3333";"16.7";"61";"0";"0";"-";"8.2";"5.2";"4.9";"-";"-";"-";"-";"-";"80";"-";"-";"-";"-";"50";"7.5";"1.6";"5";"7";"0.4";"0.15";"10";"0.5";"traza";"17";"1.3";"380";"29";"90";"250";"46.5";"31.9";"0.5"
"Caballa, cruda";"0";"758 (182)
							";"11.9";"18.68";"69.4";"0";"0";"0.796";"2.363";"2.47";"3.449";"-";"0.102";"0.616";"0.355";"0.705";"76";"0.07";"0.037";"0.067";"0.267";"45";"4";"1.3";"1.2";"12.47";"0.36";"0.13";"9";"0.63";"0";"12";"1.2";"386";"30";"84";"244";"51";"39";"0.519"
"Caballa, enlatada en aceite, escurrida";"0";"868 (208)
							";"16.6";"14.9";"67.85";"0";"0";"-";"6.25";"4.25";"3.7";"-";"-";"-";"-";"-";"68";"-";"-";"-";"-";"52.25";"4.65";"0.7";"9";"5.8";"0.21";"0.05";"7.3";"0.2";"0.01";"17";"1.65";"277.5";"25";"382";"113";"46.5";"31.9";"1.6"
"Cabracho o rascacio, crudo";"0";"385 (92)
							";"1.6857";"19";"79";"0";"0";"-";"0.33";"0.48";"0.37";"-";"-";"-";"-";"-";"35";"-";"-";"-";"-";"57";"0";"0";"3.4";"0";"0.07";"0.04";"0";"0";"0.01";"9";"0.4";"405";"26";"60";"178";"-";"63";"0.1"
"Cabrito lechal, costillar, crudo";"-";"938 (225)
							";"17.49";"17.11";"64.5";"traza";"traza";"0.01";"6.12";"0.84";"6.12";"0.03";"0.43";"3.07";"2.03";"5.64";"64.26";"0.57";"0.05";"0.06";"0.01";"traza";"traza";"0.24";"4.31";"2.72";"0.14";"0.11";"1.61";"0.83";"0";"9.56";"0.57";"248.93";"15.82";"64.06";"156.77";"-";"7.79";"2.24"
"Cabrito lechal, espalda, cruda";"-";"856 (205)
							";"14.58";"18.63";"65.83";"traza";"traza";"0.01";"5.19";"0.73";"5.2";"0.03";"0.38";"2.63";"1.72";"4.76";"61.79";"0.49";"0.05";"0.06";"0.01";"traza";"traza";"0.27";"3.44";"2.63";"0.1";"0.13";"2.28";"0.77";"0";"13.7";"0.81";"288.19";"18.76";"85.14";"187.81";"-";"10.6";"3.15"
"Cabrito lechal, pierna, cruda";"-";"792 (190)
							";"12.79";"18.78";"67.4";"traza";"traza";"0.01";"4.34";"0.6";"4.37";"0.02";"0.31";"2.21";"1.44";"3.99";"65.76";"0.41";"0.03";"0.05";"0.01";"traza";"traza";"0.23";"3.62";"3.23";"0.11";"0.11";"2.07";"0.66";"0";"9.94";"0.63";"295.77";"18.68";"71.35";"190.56";"-";"9.1";"2.53"
"Cabrito, parte s/e, crudo, con grasa separable";"0";"476 (114)
							";"4";"19.3";"76.7";"0";"traza";"-";"2.2";"0.3";"1.5";"-";"-";"-";"-";"-";"56";"-";"-";"-";"-";"0";"0.4";"0.09";"5";"6";"0.1";"0.32";"2";"0.3";"0";"9";"0.9";"385";"22";"82";"220";"5";"1";"2"
"Cacahuete, crudo, con cáscara";"0";"2265 (544)
							";"43.06";"25.23";"10.58";"8.1";"7.91";"0.04";"23.14";"13.19";"6.75";"-";"0.01";"4.06";"1.23";"22.26";"0";"12.72";"0.35";"-";"0.01";"0.333";"0";"10.94";"110";"18.383";"0.155";"0.9";"0";"0.44";"0";"60";"2.5";"670";"210";"2";"430";"13";"7.2";"3.5"
"Cacahuete, frito, salado";"0";"2469 (592)
							";"50.3138";"26.8";"2.6";"8.4";"8.9";"-";"24.2";"14.4";"9.5";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"8.5";"52";"15";"0.12";"0.25";"0";"0.3";"0";"62";"2.5";"720";"180";"430";"387";"19";"4";"2.9"
"Cacahuete, tostado, salado";"0";"2498 (600)
							";"53";"24.5";"8.5";"6.9";"7.1";"-";"24.2";"16.5";"9.5";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0.66";"52";"18.9";"0.1";"0.18";"0";"0.63";"0";"37";"1.3";"810";"180";"400";"410";"19";"4";"2.9"
"Cacao en polvo, azucarado";"0";"1625 (390)
							";"4";"5.88";"1.5";"3.5";"81.02";"-";"1.32";"0.12";"2.5";"0.001";"0.003";"0.648";"0.743";"0.541";"6";"0.289";"-";"-";"-";"1";"0";"0.53";"15";"3.08";"0.56";"0.1";"1.32";"0.11";"1.8";"141";"1.19";"712";"83";"504";"315";"3.1";"5";"1.46"
"Cacao, en polvo, azucarado, bajo en calorías";"0";"1607 (386)
							";"8.1";"9.8";"13";"0.8";"67.1";"-";"2.56";"0.25";"4.47";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"0";"0";"0.43";"15";"1.08";"1.4";"0.267";"0";"0.318";"0";"40";"4.96";"550";"208";"200";"210";"3.1";"16.7";"3.44"
"Café, con leche";"0";"158 (38)
							";"2.3654";"1.7";"94";"0";"2.45";"-";"0.6235";"0.0656";"1.2032";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"15.8333";"0.01";"0.04";"1.66";"0.7";"0.08";"0.02";"0.1";"0.01";"0.5";"55";"0.05";"90";"8";"23";"42";"17.4";"2.8";"0.18"
"Café, en grano o molido, descafeinado";"0";"1263 (303)
							";"15.4";"10.4";"43.8";"58.2";"30.4";"-";"1.1";"5.1";"5.2";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"9.3";"0.19";"0";"0";"0";"0";"120";"3.8";"1869";"222";"69";"148";"0";"0";"0"
"Café, en polvo, sin reconstituir";"0";"462 (111)
							";"0.3";"18.5";"3.1";"0";"8";"-";"traza";"0.12";"0.12";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"3";"28.2";"0.09";"traza";"0";"0.03";"0";"150";"4.4";"3750";"320";"39";"303";"0.5";"12.6";"1.1"
"Café, en polvo, soluble";"0";"502 (120)
							";"traza";"18.5";"46";"20.7";"11";"-";"0.041";"0.2";"0.19";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"traza";"traza";"24.9";"0.11";"0";"0";"0.03";"0";"160";"4.4";"4000";"390";"41";"350";"traza";"traza";"0.5"
"Café, infusión";"0";"9 (2)
							";"0.18";"0.12";"97.8";"0";"0";"-";"0";"0.092";"0.092";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0.01";"1";"5.207";"0.177";"0.001";"0";"0.002";"0.2";"2";"0.13";"115";"80";"14";"7";"traza";"0";"0.05"
"Café, infusión, descafeinado";"0";"9 (2)
							";"0.18";"0.12";"97.8";"0";"0";"-";"0";"0.092";"0.092";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0.01";"1";"5.207";"0.177";"0.001";"0";"0.002";"0.2";"2";"0.13";"115";"80";"14";"7";"traza";"0";"0.05"
